cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",14941,"(+/- 1702 )",9381,"(+/- 1400 )",10285,"(+/- 1860 )",12737,"(+/- 1544 )",13965,"(+/- 1723 )",9932,"(+/- 1423 )",9966,"(+/- 1497 )",8990,"(+/- 1742 )",11404,"(+/- 1920 )",8884,"(+/- 1650 )",5685,"(+/- 1056 )",10870,"(+/- 1658 )",19156,"(+/- 2363 )",15757,"(+/- 2364 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",32219,"(+/- 1999 )",26395,"(+/- 2461 )",24063,"(+/- 2397 )",27752,"(+/- 1712 )",29897,"(+/- 2532 )",25163,"(+/- 2141 )",24063,"(+/- 2418 )",20095,"(+/- 2232 )",26547,"(+/- 3029 )",19886,"(+/- 1973 )",16614,"(+/- 1940 )",22980,"(+/- 2270 )",33886,"(+/- 2891 )",25842,"(+/- 2584 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",33418,"(+/- 2013 )",26258,"(+/- 2417 )",25639,"(+/- 2055 )",26514,"(+/- 1733 )",35152,"(+/- 3159 )",30307,"(+/- 2993 )",26162,"(+/- 2392 )",22890,"(+/- 2373 )",30913,"(+/- 2760 )",25977,"(+/- 2299 )",17003,"(+/- 2263 )",26307,"(+/- 2360 )",30709,"(+/- 2691 )",29797,"(+/- 3122 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",45520,"(+/- 2991 )",40963,"(+/- 3081 )",37596,"(+/- 3270 )",41417,"(+/- 2233 )",46937,"(+/- 3523 )",40977,"(+/- 2700 )",37386,"(+/- 2638 )",31044,"(+/- 2800 )",37841,"(+/- 2331 )",35348,"(+/- 2251 )",26810,"(+/- 2160 )",32137,"(+/- 3005 )",36868,"(+/- 3090 )",37346,"(+/- 3103 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",61384,"(+/- 2351 )",60238,"(+/- 3829 )",50380,"(+/- 2948 )",52630,"(+/- 2837 )",51727,"(+/- 3450 )",52286,"(+/- 3162 )",53345,"(+/- 3064 )",47346,"(+/- 2989 )",56748,"(+/- 3058 )",55290,"(+/- 2414 )",47198,"(+/- 2818 )",54829,"(+/- 4056 )",45740,"(+/- 2823 )",48192,"(+/- 3307 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",38602,"(+/- 2560 )",39515,"(+/- 2743 )",41355,"(+/- 3298 )",34843,"(+/- 1862 )",33457,"(+/- 2658 )",40504,"(+/- 2741 )",40560,"(+/- 2181 )",37233,"(+/- 2672 )",46580,"(+/- 3533 )",38768,"(+/- 2195 )",41361,"(+/- 2280 )",35450,"(+/- 2705 )",26355,"(+/- 2222 )",26350,"(+/- 2524 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",34908,"(+/- 1780 )",41446,"(+/- 2836 )",46235,"(+/- 2840 )",35270,"(+/- 2234 )",30428,"(+/- 2761 )",38885,"(+/- 2724 )",43117,"(+/- 2449 )",49988,"(+/- 2623 )",45777,"(+/- 3044 )",53598,"(+/- 2833 )",56607,"(+/- 2594 )",42071,"(+/- 2836 )",23955,"(+/- 2687 )",32106,"(+/- 2428 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",10055,"(+/- 1241 )",14504,"(+/- 1839 )",16880,"(+/- 1975 )",14134,"(+/- 1417 )",11186,"(+/- 1440 )",14428,"(+/- 1542 )",16660,"(+/- 1684 )",25806,"(+/- 2004 )",17237,"(+/- 1831 )",22048,"(+/- 2170 )",32068,"(+/- 1936 )",17758,"(+/- 2115 )",6754,"(+/- 1325 )",13806,"(+/- 1881 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",10617,"(+/- 1209 )",9959,"(+/- 1528 )",17819,"(+/- 1968 )",10745,"(+/- 1300 )",8345,"(+/- 1271 )",12479,"(+/- 1292 )",14505,"(+/- 1630 )",29118,"(+/- 1925 )",17658,"(+/- 1921 )",14674,"(+/- 1645 )",40390,"(+/- 2691 )",18849,"(+/- 1715 )",4211,"(+/- 841 )",17709,"(+/- 1718 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",51553,"(+/- 878 )",59356,"(+/- 1588 )",64919,"(+/- 2012 )",54166,"(+/- 1194 )",47655,"(+/- 1229 )",56520,"(+/- 1379 )",61379,"(+/- 1038 )",74841,"(+/- 1800 )",62943,"(+/- 1845 )",67472,"(+/- 1791 )",88253,"(+/- 2062 )",62253,"(+/- 1460 )",39005,"(+/- 1575 )",50438,"(+/- 1576 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",68906,"(+/- 1863 )",75299,"(+/- 2142 )",86599,"(+/- 2514 )",73398,"(+/- 2086 )",64492,"(+/- 1785 )",75659,"(+/- 1630 )",81274,"(+/- 1776 )",99461,"(+/- 2083 )",83311,"(+/- 2098 )",84871,"(+/- 1668 )",118711,"(+/- 3375 )",84978,"(+/- 2163 )",53400,"(+/- 1700 )",76206,"(+/- 2544 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",682986,"(+/- 2117 )",738929,"(+/- 3639 )",742840,"(+/- 3660 )",690072,"(+/- 4041 )",667624,"(+/- 4031 )",716248,"(+/- 1867 )",693031,"(+/- 4876 )",737487,"(+/- 5545 )",713141,"(+/- 8078 )",715041,"(+/- 6030 )",732231,"(+/- 6491 )",699042,"(+/- 7534 )",668795,"(+/- 13650 )",682019,"(+/- 13883 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",637508,"(+/- 4303 )",700428,"(+/- 5385 )",696271,"(+/- 5865 )",644878,"(+/- 5836 )",632477,"(+/- 5687 )",667762,"(+/- 4501 )",655198,"(+/- 6375 )",704757,"(+/- 6681 )",673008,"(+/- 8904 )",675825,"(+/- 7188 )",704390,"(+/- 6580 )",668532,"(+/- 7371 )",610515,"(+/- 14243 )",636797,"(+/- 14726 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",466200,"(+/- 7045 )",539187,"(+/- 9889 )",540411,"(+/- 9884 )",486706,"(+/- 6759 )",427123,"(+/- 10816 )",506933,"(+/- 9368 )",511616,"(+/- 8404 )",587269,"(+/- 9538 )",519850,"(+/- 11053 )",550803,"(+/- 8951 )",618118,"(+/- 8304 )",509147,"(+/- 11939 )",336931,"(+/- 13052 )",414998,"(+/- 14506 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",313790,"(+/- 6148 )",262638,"(+/- 8782 )",251002,"(+/- 8148 )",287447,"(+/- 6606 )",330498,"(+/- 10739 )",269098,"(+/- 7087 )",263944,"(+/- 7610 )",218011,"(+/- 7015 )",266947,"(+/- 8274 )",253776,"(+/- 7469 )",189459,"(+/- 5605 )",256888,"(+/- 9613 )",353995,"(+/- 13766 )",311199,"(+/- 14161 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",45478,"(+/- 3849 )",38501,"(+/- 3749 )",46569,"(+/- 4676 )",45194,"(+/- 3925 )",35147,"(+/- 4078 )",48486,"(+/- 4840 )",37833,"(+/- 3587 )",32730,"(+/- 3567 )",40133,"(+/- 5393 )",39216,"(+/- 4958 )",27841,"(+/- 3542 )",30510,"(+/- 3407 )",58280,"(+/- 6258 )",45222,"(+/- 4895 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",134663,"(+/- 1661 )",186178,"(+/- 3751 )",184321,"(+/- 3869 )",153993,"(+/- 2560 )",152528,"(+/- 2280 )",170115,"(+/- 1938 )",158093,"(+/- 2882 )",167682,"(+/- 3803 )",146437,"(+/- 5199 )",160378,"(+/- 4522 )",164868,"(+/- 4927 )",159077,"(+/- 5892 )",174161,"(+/- 8879 )",167997,"(+/- 8955 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6359,"(+/- 1414 )",6253,"(+/- 1714 )",5385,"(+/- 1643 )",7562,"(+/- 1717 )",3542,"(+/- 1506 )",8066,"(+/- 1954 )",5031,"(+/- 1379 )",2868,"(+/- 857 )",4567,"(+/- 1661 )",5740,"(+/- 1977 )",4686,"(+/- 1791 )",3215,"(+/- 1312 )",8318,"(+/- 2358 )",6372,"(+/- 2197 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.5,"(+/- 0.7 )",7.2,"(+/- 1.0 )",8.3,"(+/- 1.2 )",8.1,"(+/- 0.9 )",12.4,"(+/- 1.4 )",9.6,"(+/- 0.9 )",7.9,"(+/- 0.9 )",4.7,"(+/- 0.9 )",6.5,"(+/- 1.0 )",5.2,"(+/- 0.6 )",3.9,"(+/- 0.8 )",9.1,"(+/- 1.1 )",21.8,"(+/- 1.8 )",15.0,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",13.6,"(+/- 1.7 )",11.5,"(+/- 1.8 )",14.0,"(+/- 2.2 )",14.2,"(+/- 1.8 )",21.0,"(+/- 2.7 )",16.4,"(+/- 2.0 )",14.3,"(+/- 2.1 )",8.3,"(+/- 1.7 )",11.7,"(+/- 2.2 )",8.8,"(+/- 1.4 )",6.4,"(+/- 1.5 )",16.1,"(+/- 2.4 )",33.4,"(+/- 2.9 )",22.7,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.6,"(+/- 4.6 )",11.6,"(+/- 4.2 )",11.8,"(+/- 4.1 )",18.9,"(+/- 4.8 )",23.9,"(+/- 7.3 )",18.4,"(+/- 6.0 )",17.6,"(+/- 4.7 )",12.6,"(+/- 5.0 )",5.3,"(+/- 2.5 )",11.2,"(+/- 3.6 )",9.9,"(+/- 4.4 )",9.5,"(+/- 3.7 )",34.0,"(+/- 7.5 )",19.4,"(+/- 6.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.6,"(+/- 0.5 )",4.2,"(+/- 0.9 )",2.7,"(+/- 0.6 )",4.1,"(+/- 0.6 )",5.5,"(+/- 1.1 )",4.0,"(+/- 0.8 )",3.9,"(+/- 0.7 )",2.0,"(+/- 0.6 )",3.4,"(+/- 0.8 )",2.9,"(+/- 0.5 )",2.1,"(+/- 0.6 )",6.1,"(+/- 1.1 )",11.6,"(+/- 2.0 )",6.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.2,"(+/- 1.1 )",6.1,"(+/- 1.8 )",3.2,"(+/- 1.5 )",5.6,"(+/- 1.3 )",8.2,"(+/- 2.3 )",6.0,"(+/- 1.7 )",6.1,"(+/- 1.7 )",3.2,"(+/- 1.1 )",5.9,"(+/- 1.8 )",3.8,"(+/- 1.0 )",3.2,"(+/- 1.1 )",9.4,"(+/- 2.4 )",21.1,"(+/- 4.0 )",8.5,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.0,"(+/- 2.9 )",2.4,"(+/- 2.2 )",5.1,"(+/- 3.7 )",5.9,"(+/- 3.6 )",4.5,"(+/- 3.2 )",3.4,"(+/- 3.1 )",7.7,"(+/- 4.5 )",6.6,"(+/- 4.9 )",2.1,"(+/- 1.5 )",6.5,"(+/- 3.7 )",3.6,"(+/- 3.0 )",6.1,"(+/- 3.7 )",15.9,"(+/- 11.7 )",8.6,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",25.8,"(+/- 3.5 )",20.6,"(+/- 4.3 )",30.5,"(+/- 4.8 )",28.1,"(+/- 3.7 )",30.3,"(+/- 4.3 )",31.8,"(+/- 4.6 )",26.6,"(+/- 4.2 )",16.2,"(+/- 3.6 )",17.3,"(+/- 3.8 )",15.8,"(+/- 3.7 )",16.1,"(+/- 4.0 )",18.9,"(+/- 3.6 )",32.2,"(+/- 3.6 )",27.9,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.2,"(+/- 5.2 )",28.4,"(+/- 6.3 )",41.0,"(+/- 6.7 )",38.7,"(+/- 5.0 )",39.8,"(+/- 5.6 )",43.1,"(+/- 6.3 )",37.7,"(+/- 6.1 )",24.1,"(+/- 5.7 )",27.4,"(+/- 6.3 )",23.6,"(+/- 6.0 )",24.2,"(+/- 6.7 )",33.2,"(+/- 6.7 )",42.7,"(+/- 4.8 )",36.4,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",28.1,"(+/- 10.5 )",45.2,"(+/- 16.0 )",22.8,"(+/- 12.2 )",58.8,"(+/- 12.6 )",39.9,"(+/- 14.2 )",54.7,"(+/- 17.7 )",51.0,"(+/- 12.1 )",37.1,"(+/- 18.0 )",21.9,"(+/- 13.2 )",20.7,"(+/- 14.2 )",49.5,"(+/- 18.4 )",21.4,"(+/- 13.9 )",51.7,"(+/- 10.3 )",36.5,"(+/- 14.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.7,"(+/- 0.7 )",10.5,"(+/- 1.0 )",12.2,"(+/- 1.2 )",13.5,"(+/- 0.8 )",17.4,"(+/- 1.4 )",13.9,"(+/- 0.9 )",10.9,"(+/- 0.9 )",9.6,"(+/- 1.0 )",9.3,"(+/- 0.9 )",8.1,"(+/- 0.7 )",5.7,"(+/- 0.8 )",15.2,"(+/- 1.1 )",26.1,"(+/- 1.5 )",19.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.2,"(+/- 1.8 )",13.4,"(+/- 2.2 )",17.0,"(+/- 2.5 )",16.0,"(+/- 1.9 )",26.0,"(+/- 3.2 )",17.7,"(+/- 2.3 )",15.1,"(+/- 2.2 )",9.7,"(+/- 2.2 )",13.0,"(+/- 2.6 )",9.9,"(+/- 1.7 )",7.0,"(+/- 1.7 )",21.3,"(+/- 3.1 )",37.9,"(+/- 3.5 )",26.4,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.8,"(+/- 1.8 )",12.9,"(+/- 2.2 )",16.5,"(+/- 2.5 )",15.2,"(+/- 1.9 )",25.7,"(+/- 3.3 )",17.4,"(+/- 2.3 )",14.9,"(+/- 2.1 )",9.6,"(+/- 2.2 )",12.7,"(+/- 2.6 )",9.6,"(+/- 1.7 )",6.7,"(+/- 1.7 )",20.6,"(+/- 3.0 )",37.8,"(+/- 3.6 )",26.3,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.8,"(+/- 3.1 )",12.6,"(+/- 2.9 )",15.7,"(+/- 3.4 )",20.0,"(+/- 3.1 )",30.0,"(+/- 5.6 )",20.3,"(+/- 4.2 )",19.2,"(+/- 3.4 )",9.6,"(+/- 3.0 )",12.2,"(+/- 4.4 )",13.2,"(+/- 3.8 )",10.2,"(+/- 3.4 )",22.5,"(+/- 5.1 )",35.7,"(+/- 5.3 )",27.9,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.0,"(+/- 1.8 )",13.0,"(+/- 2.4 )",16.8,"(+/- 2.9 )",13.5,"(+/- 2.1 )",24.0,"(+/- 3.6 )",16.4,"(+/- 2.4 )",13.4,"(+/- 2.3 )",9.6,"(+/- 2.6 )",12.9,"(+/- 2.6 )",8.4,"(+/- 1.5 )",5.5,"(+/- 1.5 )",19.9,"(+/- 3.0 )",38.6,"(+/- 4.0 )",25.6,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.1,"(+/- 0.6 )",9.6,"(+/- 0.8 )",10.8,"(+/- 1.0 )",12.8,"(+/- 0.7 )",15.1,"(+/- 1.1 )",12.9,"(+/- 0.8 )",9.8,"(+/- 0.7 )",9.6,"(+/- 0.8 )",8.5,"(+/- 0.7 )",7.7,"(+/- 0.5 )",5.3,"(+/- 0.6 )",13.5,"(+/- 0.9 )",22.3,"(+/- 1.2 )",17.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.4,"(+/- 0.7 )",7.7,"(+/- 1.1 )",8.0,"(+/- 1.4 )",7.3,"(+/- 0.9 )",10.3,"(+/- 1.5 )",7.4,"(+/- 1.1 )",7.0,"(+/- 1.1 )",6.0,"(+/- 1.0 )",8.3,"(+/- 1.4 )",6.5,"(+/- 1.0 )",5.1,"(+/- 1.1 )",8.3,"(+/- 1.2 )",17.7,"(+/- 1.7 )",13.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.7,"(+/- 0.7 )",7.8,"(+/- 1.1 )",9.6,"(+/- 1.3 )",8.7,"(+/- 0.9 )",14.3,"(+/- 1.6 )",10.1,"(+/- 1.1 )",8.4,"(+/- 1.0 )",5.5,"(+/- 1.1 )",6.9,"(+/- 1.1 )",5.4,"(+/- 0.7 )",4.0,"(+/- 0.8 )",11.3,"(+/- 1.4 )",23.4,"(+/- 2.0 )",16.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.2,"(+/- 1.5 )",22.0,"(+/- 1.9 )",22.3,"(+/- 1.9 )",31.8,"(+/- 1.9 )",28.6,"(+/- 1.9 )",28.4,"(+/- 2.0 )",21.8,"(+/- 1.9 )",25.7,"(+/- 1.7 )",18.0,"(+/- 1.7 )",21.0,"(+/- 1.7 )",13.8,"(+/- 1.5 )",26.7,"(+/- 2.1 )",34.7,"(+/- 2.0 )",27.6,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",137514,"(+/- 3158 )",185942,"(+/- 4846 )",179720,"(+/- 4700 )",166481,"(+/- 3450 )",146940,"(+/- 4420 )",179059,"(+/- 3927 )",158767,"(+/- 4032 )",209422,"(+/- 4741 )",147984,"(+/- 5569 )",161787,"(+/- 5579 )",176706,"(+/- 5397 )",201262,"(+/- 6554 )",167217,"(+/- 8105 )",168640,"(+/- 8045 )"
Education,"School Enrollment","Nursery school, preschool",7284,"(+/- 1000 )",12215,"(+/- 1432 )",11365,"(+/- 1732 )",9030,"(+/- 1271 )",8539,"(+/- 1515 )",9750,"(+/- 1683 )",9280,"(+/- 1437 )",11222,"(+/- 1397 )",8705,"(+/- 1463 )",12681,"(+/- 1953 )",13640,"(+/- 1810 )",10342,"(+/- 1909 )",10136,"(+/- 1501 )",10607,"(+/- 2188 )"
Education,"School Enrollment",Kindergarten,7196,"(+/- 899 )",12281,"(+/- 2003 )",10407,"(+/- 1583 )",7537,"(+/- 991 )",8368,"(+/- 1370 )",8683,"(+/- 1369 )",9521,"(+/- 1295 )",8059,"(+/- 1242 )",7306,"(+/- 1183 )",7258,"(+/- 1238 )",7506,"(+/- 1335 )",5998,"(+/- 1115 )",9556,"(+/- 1865 )",9298,"(+/- 2016 )"
Education,"School Enrollment","Elementary school (grades 1-8)",56003,"(+/- 1717 )",77017,"(+/- 3332 )",75861,"(+/- 2629 )",63406,"(+/- 2057 )",62372,"(+/- 2276 )",72643,"(+/- 2466 )",65198,"(+/- 2485 )",67046,"(+/- 2821 )",60094,"(+/- 3995 )",67300,"(+/- 3345 )",69866,"(+/- 3574 )",62812,"(+/- 3776 )",73272,"(+/- 4647 )",68619,"(+/- 5113 )"
Education,"School Enrollment","High school (grades 9-12)",32206,"(+/- 1510 )",39127,"(+/- 2271 )",43020,"(+/- 2427 )",34015,"(+/- 1899 )",36174,"(+/- 1677 )",37678,"(+/- 2673 )",37122,"(+/- 1678 )",40249,"(+/- 2709 )",32449,"(+/- 2271 )",38258,"(+/- 2544 )",40194,"(+/- 2715 )",37380,"(+/- 3111 )",36706,"(+/- 3550 )",37497,"(+/- 3192 )"
Education,"School Enrollment","College or graduate school",34825,"(+/- 2503 )",45302,"(+/- 3346 )",39067,"(+/- 3300 )",52493,"(+/- 2797 )",31487,"(+/- 2972 )",50305,"(+/- 3424 )",37646,"(+/- 2908 )",82846,"(+/- 4285 )",39430,"(+/- 3476 )",36290,"(+/- 3216 )",45500,"(+/- 3105 )",84730,"(+/- 4436 )",37547,"(+/- 3786 )",42619,"(+/- 3432 )"
Education,"Educational Attainment","Population 25 years and over",512016,"(+/- 1834 )",493749,"(+/- 3802 )",509559,"(+/- 4028 )",485349,"(+/- 2998 )",473345,"(+/- 3030 )",483048,"(+/- 2306 )",500720,"(+/- 2929 )",495623,"(+/- 4545 )",523291,"(+/- 6322 )",512931,"(+/- 5119 )",525011,"(+/- 6398 )",466273,"(+/- 7031 )",441701,"(+/- 8926 )",472011,"(+/- 8735 )"
Education,"Educational Attainment","Less than 9th grade",9082,"(+/- 1177 )",14685,"(+/- 2239 )",15470,"(+/- 2283 )",12653,"(+/- 1701 )",10608,"(+/- 1672 )",15609,"(+/- 2611 )",11901,"(+/- 1637 )",8885,"(+/- 1929 )",17720,"(+/- 2749 )",13229,"(+/- 2175 )",8284,"(+/- 1606 )",13185,"(+/- 1646 )",19411,"(+/- 3327 )",15313,"(+/- 2245 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",29309,"(+/- 2379 )",27306,"(+/- 3030 )",26232,"(+/- 2747 )",27987,"(+/- 2373 )",36648,"(+/- 3446 )",30025,"(+/- 2693 )",29635,"(+/- 2580 )",17373,"(+/- 2090 )",28806,"(+/- 2785 )",29041,"(+/- 2593 )",15154,"(+/- 1871 )",29153,"(+/- 2941 )",50255,"(+/- 3620 )",33328,"(+/- 4017 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",165892,"(+/- 4224 )",153159,"(+/- 5812 )",142583,"(+/- 5706 )",170254,"(+/- 5259 )",154146,"(+/- 6138 )",142681,"(+/- 4276 )",160621,"(+/- 5742 )",106981,"(+/- 4437 )",151582,"(+/- 6545 )",159941,"(+/- 5541 )",95257,"(+/- 5224 )",124441,"(+/- 5137 )",157198,"(+/- 7908 )",121245,"(+/- 6011 )"
Education,"Educational Attainment","Some college, no degree",119260,"(+/- 3851 )",112527,"(+/- 4748 )",115706,"(+/- 5775 )",111151,"(+/- 3925 )",125277,"(+/- 6042 )",111591,"(+/- 4267 )",113798,"(+/- 4573 )",108929,"(+/- 5603 )",115802,"(+/- 5168 )",124311,"(+/- 5279 )",101307,"(+/- 4408 )",99414,"(+/- 4519 )",109437,"(+/- 5690 )",104260,"(+/- 5280 )"
Education,"Educational Attainment","Associate's degree",54495,"(+/- 2490 )",50349,"(+/- 3316 )",46187,"(+/- 3089 )",49825,"(+/- 2550 )",51134,"(+/- 3048 )",45397,"(+/- 3119 )",51057,"(+/- 2881 )",44170,"(+/- 2720 )",45388,"(+/- 3716 )",58767,"(+/- 3212 )",47205,"(+/- 3602 )",37550,"(+/- 2735 )",34802,"(+/- 3293 )",32468,"(+/- 2994 )"
Education,"Educational Attainment","Bachelor's degree",84765,"(+/- 3086 )",92387,"(+/- 4299 )",106731,"(+/- 4407 )",69303,"(+/- 3406 )",62081,"(+/- 3987 )",85350,"(+/- 4407 )",84031,"(+/- 4111 )",125109,"(+/- 4890 )",100919,"(+/- 4334 )",79910,"(+/- 3816 )",145899,"(+/- 6097 )",82060,"(+/- 3969 )",43442,"(+/- 2774 )",90698,"(+/- 5015 )"
Education,"Educational Attainment","Graduate or professional degree",49213,"(+/- 2778 )",43336,"(+/- 3306 )",56650,"(+/- 3786 )",44176,"(+/- 2862 )",33451,"(+/- 3074 )",52395,"(+/- 2969 )",49677,"(+/- 3544 )",84176,"(+/- 3399 )",63074,"(+/- 3720 )",47732,"(+/- 2731 )",111905,"(+/- 3998 )",80470,"(+/- 4293 )",27156,"(+/- 2568 )",74699,"(+/- 4313 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.5,"(+/- 0.6 )",91.5,"(+/- 0.7 )",91.8,"(+/- 0.7 )",91.6,"(+/- 0.6 )",90.0,"(+/- 0.8 )",90.6,"(+/- 0.7 )",91.7,"(+/- 0.6 )",94.7,"(+/- 0.5 )",91.1,"(+/- 0.7 )",91.8,"(+/- 0.6 )",95.5,"(+/- 0.5 )",90.9,"(+/- 0.7 )",84.2,"(+/- 1.2 )",89.7,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",26.2,"(+/- 0.8 )",27.5,"(+/- 1.1 )",32.1,"(+/- 1.1 )",23.4,"(+/- 0.8 )",20.2,"(+/- 1.0 )",28.5,"(+/- 1.0 )",26.7,"(+/- 0.9 )",42.2,"(+/- 1.1 )",31.3,"(+/- 1.0 )",24.9,"(+/- 0.9 )",49.1,"(+/- 1.2 )",34.9,"(+/- 1.2 )",16.0,"(+/- 0.9 )",35.0,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
